orderitemid,orderid,itemid
29054,29054,13
29055,29055,16
29056,29056,1
29057,29057,13
29058,29058,7
29059,29059,11
29060,29060,7
29061,29061,8
29062,29062,19
29063,29063,11
29064,29064,3
29065,29065,9
29066,29066,16
29067,29067,14
29068,29068,15
29069,29069,17
29070,29070,19
29071,29071,20
29072,29072,4
29073,29073,15
29074,29074,20
29075,29075,10
29076,29076,15
29077,29077,12
29078,29078,18
29079,29079,19
29080,29080,6
29081,29081,14
29082,29082,16
29083,29083,15
29084,29084,15
29085,29085,9
29086,29086,17
29087,29087,11
29088,29088,1
29089,29089,13
29090,29090,20
29091,29091,7
29092,29092,12
29093,29093,13
29094,29094,16
29095,29095,8
29096,29096,8
29097,29097,15
29098,29098,9
29099,29099,14
29100,29100,4
29101,29101,3
29102,29102,18
29103,29103,3
29104,29104,16
29105,29105,8
29106,29106,1
29107,29107,10
29108,29108,19
29109,29109,10
29110,29110,17
29111,29111,1
29112,29112,7
29113,29113,9
29114,29114,4
29115,29115,5
29116,29116,13
29117,29117,1
29118,29118,19
29119,29119,8
29120,29120,2
29121,29121,1
29122,29122,9
29123,29123,16
29124,29124,16
29125,29125,7
29126,29126,3
29127,29127,16
29128,29128,11
29129,29129,3
29130,29130,11
29131,29131,9
29132,29132,15
29133,29133,6
29134,29134,14
29135,29135,10
29136,29136,2
29137,29137,7
29138,29138,20
29139,29139,2
29140,29140,9
29141,29141,14
29142,29142,1
29143,29143,15
29144,29144,9
29145,29145,2
29146,29146,7
29147,29147,5
29148,29148,4
29149,29149,17
29150,29150,2
29151,29151,3
29152,29152,4
29153,29153,11
29154,29154,6
29155,29155,18
29156,29156,13
29157,29157,3
29158,29158,20
29159,29159,14
29160,29160,14
29161,29161,2
29162,29162,8
29163,29163,18
29164,29164,19
29165,29165,20
29166,29166,18
29167,29167,6
29168,29168,18
29169,29169,20
29170,29170,13
29171,29171,1
29172,29172,18
29173,29173,5
29174,29174,8
29175,29175,17
29176,29176,12
29177,29177,14
29178,29178,14
29179,29179,7
29180,29180,6
29181,29181,19
29182,29182,2
29183,29183,17
29184,29184,12
29185,29185,16
29186,29186,8
29187,29187,7
29188,29188,3
29189,29189,19
29190,29190,19
29191,29191,6
29192,29192,12
29193,29193,15
29194,29194,6
29195,29195,16
29196,29196,1
29197,29197,13
29198,29198,12
29199,29199,11
29200,29200,19
29201,29201,17
29202,29202,6
29203,29203,5
29204,29204,14
29205,29205,1
29206,29206,3
29207,29207,16
29208,29208,13
29209,29209,10
29210,29210,2
29211,29211,9
29212,29212,10
29213,29213,15
29214,29214,9
29215,29215,6
29216,29216,20
29217,29217,3
29218,29218,4
29219,29219,13
29220,29220,15
29221,29221,17
29222,29222,4
29223,29223,11
29224,29224,7
29225,29225,19
29226,29226,16
29227,29227,15
29228,29228,1
29229,29229,19
29230,29230,3
29231,29231,6
29232,29232,16
29233,29233,20
29234,29234,3
29235,29235,12
29236,29236,5
29237,29237,15
29238,29238,10
29239,29239,10
29240,29240,1
29241,29241,1
29242,29242,16
29243,29243,14
29244,29244,6
29245,29245,7
29246,29246,9
29247,29247,2
29248,29248,9
29249,29249,4
29250,29250,15
29251,29251,16
29252,29252,9
29253,29253,7
29254,29254,18
29255,29255,3
29256,29256,13
29257,29257,14
29258,29258,8
29259,29259,1
29260,29260,13
29261,29261,13
29262,29262,2
29263,29263,11
29264,29264,7
29265,29265,2
29266,29266,20
29267,29267,19
29268,29268,14
29269,29269,11
29270,29270,13
29271,29271,10
29272,29272,8
29273,29273,16
29274,29274,18
29275,29275,14
29276,29276,4
29277,29277,14
29278,29278,1
29279,29279,18
29280,29280,2
29281,29281,2
29282,29282,13
29283,29283,11
29284,29284,11
29285,29285,2
29286,29286,13
29287,29287,2
29288,29288,5
29289,29289,19
29290,29290,10
29291,29291,17
29292,29292,16
29293,29293,2
29294,29294,4
29295,29295,19
29296,29296,2
29297,29297,15
29298,29298,19
29299,29299,19
29300,29300,4
29301,29301,10
29302,29302,20
29303,29303,18
29304,29304,12
29305,29305,5
29306,29306,5
29307,29307,9
29308,29308,4
29309,29309,20
29310,29310,5
29311,29311,10
29312,29312,17
29313,29313,2
29314,29314,20
29315,29315,1
29316,29316,6
29317,29317,14
29318,29318,15
29319,29319,10
29320,29320,13
29321,29321,10
29322,29322,10
29323,29323,8
29324,29324,16
29325,29325,4
29326,29326,11
29327,29327,16
29328,29328,6
29329,29329,12
29330,29330,18
29331,29331,19
29332,29332,3
29333,29333,1
29334,29334,11
29335,29335,8
29336,29336,6
29337,29337,12
29338,29338,7
29339,29339,2
29340,29340,3
29341,29341,17
29342,29342,6
29343,29343,2
29344,29344,15
29345,29345,9
29346,29346,8
29347,29347,9
29348,29348,3
29349,29349,11
29350,29350,14
29351,29351,19
29352,29352,10
29353,29353,10
29354,29354,1
29355,29355,13
29356,29356,9
29357,29357,13
29358,29358,5
29359,29359,3
29360,29360,18
29361,29361,8
29362,29362,17
29363,29363,12
29364,29364,7
29365,29365,16
29366,29366,3
29367,29367,1
29368,29368,13
29369,29369,5
29370,29370,1
29371,29371,18
29372,29372,18
29373,29373,6
29374,29374,4
29375,29375,15
29376,29376,16
29377,29377,15
29378,29378,5
29379,29379,19
29380,29380,6
29381,29381,20
29382,29382,16
29383,29383,4
29384,29384,2
29385,29385,17
29386,29386,2
29387,29387,10
29388,29388,12
29389,29389,11
29390,29390,7
29391,29391,19
29392,29392,14
29393,29393,9
29394,29394,13
29395,29395,5
29396,29396,18
29397,29397,8
29398,29398,10
29399,29399,19
29400,29400,12
29401,29401,11
29402,29402,12
29403,29403,14
29404,29404,5
29405,29405,15
29406,29406,12
29407,29407,7
29408,29408,7
29409,29409,12
29410,29410,7
29411,29411,4
29412,29412,14
29413,29413,6
29414,29414,6
29415,29415,13
29416,29416,8
29417,29417,9
29418,29418,5
29419,29419,1
29420,29420,16
29421,29421,14
29422,29422,19
29423,29423,12
29424,29424,15
29425,29425,19
29426,29426,13
29427,29427,3
29428,29428,1
29429,29429,18
29430,29430,6
29431,29431,4
29432,29432,11
29433,29433,1
29434,29434,17
29435,29435,12
29436,29436,20
29437,29437,10
29438,29438,9
29439,29439,9
29440,29440,4
29441,29441,17
29442,29442,1
29443,29443,2
29444,29444,5
29445,29445,18
29446,29446,4
29447,29447,2
29448,29448,8
29449,29449,16
29450,29450,8
29451,29451,5
29452,29452,13
29453,29453,8
29454,29454,4
29455,29455,10
29456,29456,9
29457,29457,19
29458,29458,2
29459,29459,10
29460,29460,1
29461,29461,7
29462,29462,11
29463,29463,6
29464,29464,19
29465,29465,7
29466,29466,20
29467,29467,4
29468,29468,15
29469,29469,10
29470,29470,13
29471,29471,11
29472,29472,12
29473,29473,17
29474,29474,5
29475,29475,4
29476,29476,6
29477,29477,15
29478,29478,3
29479,29479,13
29480,29480,12
29481,29481,6
29482,29482,9
29483,29483,1
29484,29484,20
29485,29485,14
29486,29486,10
29487,29487,17
29488,29488,16
29489,29489,14
29490,29490,13
29491,29491,17
29492,29492,12
29493,29493,8
29494,29494,15
29495,29495,15
29496,29496,19
29497,29497,18
29498,29498,12
29499,29499,15
29500,29500,14
29501,29501,13
29502,29502,5
29503,29503,16
29504,29504,2
29505,29505,4
29506,29506,19
29507,29507,20
29508,29508,18
29509,29509,20
29510,29510,14
29511,29511,19
29512,29512,2
29513,29513,8
29514,29514,3
29515,29515,20
29516,29516,7
29517,29517,16
29518,29518,12
29519,29519,20
29520,29520,10
29521,29521,13
29522,29522,12
29523,29523,4
29524,29524,11
29525,29525,5
29526,29526,19
29527,29527,4
29528,29528,12
29529,29529,1
29530,29530,5
29531,29531,18
29532,29532,5
29533,29533,7
29534,29534,9
29535,29535,8
29536,29536,2
29537,29537,11
29538,29538,8
29539,29539,11
29540,29540,14
29541,29541,16
29542,29542,20
29543,29543,4
29544,29544,8
29545,29545,1
29546,29546,7
29547,29547,13
29548,29548,15
29549,29549,11
29550,29550,20
29551,29551,13
29552,29552,17
29553,29553,7
29554,29554,4
29555,29555,5
29556,29556,10
29557,29557,3
29558,29558,16
29559,29559,11
29560,29560,18
29561,29561,17
29562,29562,12
29563,29563,3
29564,29564,12
29565,29565,6
29566,29566,13
29567,29567,7
29568,29568,6
29569,29569,4
29570,29570,6
29571,29571,1
29572,29572,17
29573,29573,8
29574,29574,7
29575,29575,7
29576,29576,10
29577,29577,11
29578,29578,11
29579,29579,4
29580,29580,8
29581,29581,3
29582,29582,11
29583,29583,18
29584,29584,17
29585,29585,7
29586,29586,18
29587,29587,18
29588,29588,9
29589,29589,10
29590,29590,6
29591,29591,6
29592,29592,19
29593,29593,6
29594,29594,2
29595,29595,10
29596,29596,17
29597,29597,2
29598,29598,17
29599,29599,6
29600,29600,16
29601,29601,11
29602,29602,15
29603,29603,14
29604,29604,16
29605,29605,3
29606,29606,10
29607,29607,20
29608,29608,14
29609,29609,16
29610,29610,12
29611,29611,19
29612,29612,19
29613,29613,7
29614,29614,3
29615,29615,20
29616,29616,8
29617,29617,14
29618,29618,18
29619,29619,2
29620,29620,9
29621,29621,11
29622,29622,5
29623,29623,12
29624,29624,20
29625,29625,2
29626,29626,12
29627,29627,12
29628,29628,10
29629,29629,4
29630,29630,9
29631,29631,15
29632,29632,10
29633,29633,16
29634,29634,18
29635,29635,18
29636,29636,4
29637,29637,13
29638,29638,13
29639,29639,11
29640,29640,14
29641,29641,9
29642,29642,20
29643,29643,6
29644,29644,11
29645,29645,1
29646,29646,15
29647,29647,20
29648,29648,3
29649,29649,6
29650,29650,20
29651,29651,5
29652,29652,15
29653,29653,7
29654,29654,2
29655,29655,10
29656,29656,12
29657,29657,13
29658,29658,14
29659,29659,14
29660,29660,4
29661,29661,13
29662,29662,16
29663,29663,9
29664,29664,16
29665,29665,7
29666,29666,5
29667,29667,13
29668,29668,1
29669,29669,6
29670,29670,18
29671,29671,7
29672,29672,5
29673,29673,16
29674,29674,1
29675,29675,9
29676,29676,15
29677,29677,7
29678,29678,1
29679,29679,3
29680,29680,8
29681,29681,13
29682,29682,5
29683,29683,11
29684,29684,5
29685,29685,14
29686,29686,17
29687,29687,20
29688,29688,16
29689,29689,3
29690,29690,6
29691,29691,11
29692,29692,3
29693,29693,15
29694,29694,9
29695,29695,14
29696,29696,9
29697,29697,17
29698,29698,16
29699,29699,4
29700,29700,17
29701,29701,4
29702,29702,1
29703,29703,12
29704,29704,8
29705,29705,17
29706,29706,19
29707,29707,5
29708,29708,18
29709,29709,2
29710,29710,16
29711,29711,17
29712,29712,10
29713,29713,3
29714,29714,7
29715,29715,7
29716,29716,8
29717,29717,2
29718,29718,13
29719,29719,15
29720,29720,12
29721,29721,9
29722,29722,7
29723,29723,16
29724,29724,15
29725,29725,7
29726,29726,13
29727,29727,16
29728,29728,3
29729,29729,5
29730,29730,7
29731,29731,9
29732,29732,13
29733,29733,3
29734,29734,2
29735,29735,18
29736,29736,9
29737,29737,19
29738,29738,19
29739,29739,10
29740,29740,7
29741,29741,7
29742,29742,18
29743,29743,19
29744,29744,14
29745,29745,5
29746,29746,11
29747,29747,16
29748,29748,18
29749,29749,8
29750,29750,13
29751,29751,5
29752,29752,8
29753,29753,18
29754,29754,17
29755,29755,20
29756,29756,10
29757,29757,20
29758,29758,4
29759,29759,18
29760,29760,12
29761,29761,5
29762,29762,19
29763,29763,6
29764,29764,17
29765,29765,20
29766,29766,10
29767,29767,7
29768,29768,13
29769,29769,11
29770,29770,3
29771,29771,6
29772,29772,14
29773,29773,15
29774,29774,19
29775,29775,3
29776,29776,19
29777,29777,2
29778,29778,10
29779,29779,17
29780,29780,19
29781,29781,17
29782,29782,15
29783,29783,18
29784,29784,1
29785,29785,17
29786,29786,16
29787,29787,9
29788,29788,6
29789,29789,18
29790,29790,2
29791,29791,11
29792,29792,19
29793,29793,19
29794,29794,18
29795,29795,2
29796,29796,14
29797,29797,15
29798,29798,10
29799,29799,16
29800,29800,4
29801,29801,8
29802,29802,3
29803,29803,9
29804,29804,1
29805,29805,15
29806,29806,10
29807,29807,9
29808,29808,5
29809,29809,8
29810,29810,11
29811,29811,1
29812,29812,17
29813,29813,18
29814,29814,18
29815,29815,11
29816,29816,1
29817,29817,7
29818,29818,14
29819,29819,20
29820,29820,1
29821,29821,9
29822,29822,16
29823,29823,13
29824,29824,6
29825,29825,17
29826,29826,11
29827,29827,19
29828,29828,14
29829,29829,17
29830,29830,6
29831,29831,2
29832,29832,18
29833,29833,16
29834,29834,18
29835,29835,1
29836,29836,6
29837,29837,12
29838,29838,14
29839,29839,14
29840,29840,12
29841,29841,20
29842,29842,3
29843,29843,8
29844,29844,5
29845,29845,13
29846,29846,4
29847,29847,2
29848,29848,6
29849,29849,10
29850,29850,18
29851,29851,17
29852,29852,6
29853,29853,8
29854,29854,13
29855,29855,2
29856,29856,18
29857,29857,6
29858,29858,9
29859,29859,11
29860,29860,9
29861,29861,17
29862,29862,11
29863,29863,6
29864,29864,8
29865,29865,5
29866,29866,10
29867,29867,7
29868,29868,1
29869,29869,11
29870,29870,5
29871,29871,18
29872,29872,14
29873,29873,10
29874,29874,14
29875,29875,3
29876,29876,1
29877,29877,3
29878,29878,10
29879,29879,19
29880,29880,9
29881,29881,15
29882,29882,16
29883,29883,16
29884,29884,19
29885,29885,13
29886,29886,2
29887,29887,3
29888,29888,7
29889,29889,8
29890,29890,3
29891,29891,1
29892,29892,5
29893,29893,19
29894,29894,6
29895,29895,13
29896,29896,2
29897,29897,17
29898,29898,8
29899,29899,5
29900,29900,10
29901,29901,18
29902,29902,4
29903,29903,12
29904,29904,18
29905,29905,4
29906,29906,7
29907,29907,1
29908,29908,1
29909,29909,8
29910,29910,19
29911,29911,12
29912,29912,9
29913,29913,4
29914,29914,1
29915,29915,7
29916,29916,20
29917,29917,14
29918,29918,15
29919,29919,18
29920,29920,12
29921,29921,2
29922,29922,6
29923,29923,17
29924,29924,15
29925,29925,6
29926,29926,11
29927,29927,14
29928,29928,2
29929,29929,19
29930,29930,7
29931,29931,9
29932,29932,2
29933,29933,13
29934,29934,7
29935,29935,5
29936,29936,17
29937,29937,2
29938,29938,19
29939,29939,10
29940,29940,6
29941,29941,19
29942,29942,5
29943,29943,13
29944,29944,12
29945,29945,11
29946,29946,14
29947,29947,14
29948,29948,4
29949,29949,1
29950,29950,9
29951,29951,10
29952,29952,12
29953,29953,10
29954,29954,7
29955,29955,19
29956,29956,2
29957,29957,16
29958,29958,6
29959,29959,20
29960,29960,8
29961,29961,20
29962,29962,6
29963,29963,6
29964,29964,18
29965,29965,20
29966,29966,16
29967,29967,7
29968,29968,12
29969,29969,10
29970,29970,15
29971,29971,3
29972,29972,18
29973,29973,13
29974,29974,5
29975,29975,15
29976,29976,5
29977,29977,10
29978,29978,14
29979,29979,18
29980,29980,17
29981,29981,12
29982,29982,2
29983,29983,18
29984,29984,15
29985,29985,20
29986,29986,14
29987,29987,13
29988,29988,19
29989,29989,6
29990,29990,2
29991,29991,16
29992,29992,8
29993,29993,19
29994,29994,13
29995,29995,5
29996,29996,6
29997,29997,17
29998,29998,9
29999,29999,6
30000,30000,13
30001,30001,18
30002,30002,16
30003,30003,17
30004,30004,19
30005,30005,8
30006,30006,19
30007,30007,11
30008,30008,3
30009,30009,12
30010,30010,11
30011,30011,10
30012,30012,1
30013,30013,12
30014,30014,9
30015,30015,20
30016,30016,18
30017,30017,1
30018,30018,20
30019,30019,11
30020,30020,7
30021,30021,2
30022,30022,18
30023,30023,6
30024,30024,1
30025,30025,16
30026,30026,6
30027,30027,6
30028,30028,20
30029,30029,15
30030,30030,19
30031,30031,14
30032,30032,13
30033,30033,15
30034,30034,6
30035,30035,18
30036,30036,19
30037,30037,19
30038,30038,1
30039,30039,8
30040,30040,6
30041,30041,7
30042,30042,15
30043,30043,9
30044,30044,20
30045,30045,2
30046,30046,5
30047,30047,15
30048,30048,19
30049,30049,5
30050,30050,16
30051,30051,4
30052,30052,3
30053,30053,18
30054,30054,16
30055,30055,18
30056,30056,19
30057,30057,4
30058,30058,16
30059,30059,11
30060,30060,18
30061,30061,3
30062,30062,16
30063,30063,18
30064,30064,10
30065,30065,15
30066,30066,7
30067,30067,3
30068,30068,14
30069,30069,9
30070,30070,1
30071,30071,7
30072,30072,1
30073,30073,11
30074,30074,16
30075,30075,16
30076,30076,10
30077,30077,2
30078,30078,10
30079,30079,9
30080,30080,7
30081,30081,7
30082,30082,10
30083,30083,2
30084,30084,4
30085,30085,6
30086,30086,17
30087,30087,14
30088,30088,18
30089,30089,4
30090,30090,11
30091,30091,2
30092,30092,4
30093,30093,12
30094,30094,16
30095,30095,6
30096,30096,11
30097,30097,1
30098,30098,9
30099,30099,18
30100,30100,9
30101,30101,7
30102,30102,2
30103,30103,20
30104,30104,17
30105,30105,2
30106,30106,7
30107,30107,1
30108,30108,9
30109,30109,9
30110,30110,4
30111,30111,20
30112,30112,20
30113,30113,2
30114,30114,18
30115,30115,7
30116,30116,20
30117,30117,1
30118,30118,2
30119,30119,6
30120,30120,10
30121,30121,19
30122,30122,7
30123,30123,4
30124,30124,6
30125,30125,13
30126,30126,12
30127,30127,7
30128,30128,9
30129,30129,10
30130,30130,15
30131,30131,3
30132,30132,6
30133,30133,16
30134,30134,13
30135,30135,10
30136,30136,12
30137,30137,4
30138,30138,18
30139,30139,18
30140,30140,3
30141,30141,16
30142,30142,4
30143,30143,17
30144,30144,20
30145,30145,18
30146,30146,4
30147,30147,17
30148,30148,20
30149,30149,12
30150,30150,10
30151,30151,1
30152,30152,2
30153,30153,4
30154,30154,20
30155,30155,12
30156,30156,15
30157,30157,8
30158,30158,8
30159,30159,9
30160,30160,11
30161,30161,11
30162,30162,10
30163,30163,18
30164,30164,17
30165,30165,14
30166,30166,2
30167,30167,9
30168,30168,14
30169,30169,20
30170,30170,19
30171,30171,10
30172,30172,16
30173,30173,20
30174,30174,16
30175,30175,10
30176,30176,10
30177,30177,8
30178,30178,18
30179,30179,15
30180,30180,5
30181,30181,3
30182,30182,16
30183,30183,17
30184,30184,12
30185,30185,3
30186,30186,15
30187,30187,11
30188,30188,20
30189,30189,8
30190,30190,12
30191,30191,14
30192,30192,10
30193,30193,13
30194,30194,11
30195,30195,7
30196,30196,15
30197,30197,14
30198,30198,15
30199,30199,12
30200,30200,13
30201,30201,16
30202,30202,5
30203,30203,16
30204,30204,18
30205,30205,3
30206,30206,14
30207,30207,5
30208,30208,15
30209,30209,18
30210,30210,10
30211,30211,11
30212,30212,18
30213,30213,1
30214,30214,11
30215,30215,16
30216,30216,1
30217,30217,18
30218,30218,19
30219,30219,10
30220,30220,13
30221,30221,10
30222,30222,13
30223,30223,6
30224,30224,13
30225,30225,1
30226,30226,3
30227,30227,10
30228,30228,15
30229,30229,12
30230,30230,18
30231,30231,13
30232,30232,20
30233,30233,18
30234,30234,17
30235,30235,19
30236,30236,19
30237,30237,15
30238,30238,12
30239,30239,14
30240,30240,6
30241,30241,20
30242,30242,13
30243,30243,15
30244,30244,19
30245,30245,20
30246,30246,1
30247,30247,17
30248,30248,2
30249,30249,19
30250,30250,17
30251,30251,4
30252,30252,7
30253,30253,13
30254,30254,13
30255,30255,17
30256,30256,5
30257,30257,3
30258,30258,12
30259,30259,14
30260,30260,15
30261,30261,5
30262,30262,11
30263,30263,13
30264,30264,5
30265,30265,3
30266,30266,6
30267,30267,3
30268,30268,6
30269,30269,7
30270,30270,5
30271,30271,8
30272,30272,1
30273,30273,18
30274,30274,8
30275,30275,17
30276,30276,6
30277,30277,1
30278,30278,1
30279,30279,10
30280,30280,1
30281,30281,5
30282,30282,9
30283,30283,6
30284,30284,20
30285,30285,15
30286,30286,1
30287,30287,13
30288,30288,10
30289,30289,7
30290,30290,9
30291,30291,4
30292,30292,13
30293,30293,6
30294,30294,7
30295,30295,2
30296,30296,9
30297,30297,18
30298,30298,9
30299,30299,10
30300,30300,13
30301,30301,11
30302,30302,20
30303,30303,2
30304,30304,16
30305,30305,11
30306,30306,7
30307,30307,14
30308,30308,12
30309,30309,6
30310,30310,3
30311,30311,20
30312,30312,4
30313,30313,8
30314,30314,20
30315,30315,6
30316,30316,13
30317,30317,15
30318,30318,9
30319,30319,4
30320,30320,19
30321,30321,16
30322,30322,6
30323,30323,17
30324,30324,4
30325,30325,17
30326,30326,12
30327,30327,2
30328,30328,11
30329,30329,12
30330,30330,19
30331,30331,3
30332,30332,3
30333,30333,17
30334,30334,6
30335,30335,6
30336,30336,17
30337,30337,4
30338,30338,19
30339,30339,17
30340,30340,18
30341,30341,20
30342,30342,11
30343,30343,1
30344,30344,18
30345,30345,16
30346,30346,17
30347,30347,17
30348,30348,6
30349,30349,6
30350,30350,15
30351,30351,12
30352,30352,3
30353,30353,18
30354,30354,15
30355,30355,12
30356,30356,5
30357,30357,7
30358,30358,12
30359,30359,19
30360,30360,10
30361,30361,15
30362,30362,17
30363,30363,8
30364,30364,8
30365,30365,18
30366,30366,5
30367,30367,9
30368,30368,12
30369,30369,4
30370,30370,10
30371,30371,4
30372,30372,12
30373,30373,7
30374,30374,10
30375,30375,12
30376,30376,3
30377,30377,16
30378,30378,18
30379,30379,16
30380,30380,1
30381,30381,9
30382,30382,5
30383,30383,5
30384,30384,1
30385,30385,14
30386,30386,3
30387,30387,19
30388,30388,14
30389,30389,16
30390,30390,1
30391,30391,9
30392,30392,8
30393,30393,2
30394,30394,13
30395,30395,17
30396,30396,2
30397,30397,6
30398,30398,1
30399,30399,17
30400,30400,20
30401,30401,1
30402,30402,18
30403,30403,4
30404,30404,15
30405,30405,5
30406,30406,6
30407,30407,16
30408,30408,10
30409,30409,19
30410,30410,11
30411,30411,6
30412,30412,5
30413,30413,9
30414,30414,15
30415,30415,4
30416,30416,20
30417,30417,17
30418,30418,4
30419,30419,12
30420,30420,16
30421,30421,20
30422,30422,13
30423,30423,15
30424,30424,14
30425,30425,12
30426,30426,8
30427,30427,12
30428,30428,3
30429,30429,15
30430,30430,10
30431,30431,11
30432,30432,8
30433,30433,9
30434,30434,16
30435,30435,11
30436,30436,14
30437,30437,4
30438,30438,8
30439,30439,4
30440,30440,10
30441,30441,19
30442,30442,20
30443,30443,20
30444,30444,11
30445,30445,12
30446,30446,2
30447,30447,19
30448,30448,7
30449,30449,12
30450,30450,1
30451,30451,7
30452,30452,12
30453,30453,15
30454,30454,15
30455,30455,19
30456,30456,8
30457,30457,11
30458,30458,18
30459,30459,3
30460,30460,16
30461,30461,3
30462,30462,20
30463,30463,2
30464,30464,7
30465,30465,11
30466,30466,5
30467,30467,18
30468,30468,5
30469,30469,1
30470,30470,18
30471,30471,11
30472,30472,1
30473,30473,4
30474,30474,11
30475,30475,6
30476,30476,7
30477,30477,9
30478,30478,15
30479,30479,18
30480,30480,4
30481,30481,4
30482,30482,10
30483,30483,3
30484,30484,12
30485,30485,15
30486,30486,12
30487,30487,4
30488,30488,14
30489,30489,13
30490,30490,13
30491,30491,11
30492,30492,4
30493,30493,16
30494,30494,3
30495,30495,14
30496,30496,3
30497,30497,13
30498,30498,20
30499,30499,20
30500,30500,1
30501,30501,12
30502,30502,10
30503,30503,8
30504,30504,5
30505,30505,13
30506,30506,15
30507,30507,14
30508,30508,5
30509,30509,12
30510,30510,2
30511,30511,17
30512,30512,15
30513,30513,4
30514,30514,12
30515,30515,17
30516,30516,5
30517,30517,8
30518,30518,18
30519,30519,4
30520,30520,9
30521,30521,13
30522,30522,6
30523,30523,6
30524,30524,10
30525,30525,19
30526,30526,16
30527,30527,11
30528,30528,11
30529,30529,5
30530,30530,18
30531,30531,19
30532,30532,3
30533,30533,11
30534,30534,6
30535,30535,5
30536,30536,3
30537,30537,19
30538,30538,5
30539,30539,12
30540,30540,1
30541,30541,17
30542,30542,18
30543,30543,18
30544,30544,8
30545,30545,20
30546,30546,18
30547,30547,1
30548,30548,20
30549,30549,5
30550,30550,19
30551,30551,18
30552,30552,11
30553,30553,4
30554,30554,6
30555,30555,7
30556,30556,4
30557,30557,5
30558,30558,2
30559,30559,4
30560,30560,11
30561,30561,18
30562,30562,20
30563,30563,9
30564,30564,19
30565,30565,2
30566,30566,19
30567,30567,8
30568,30568,7
30569,30569,6
30570,30570,11
30571,30571,13
30572,30572,12
30573,30573,16
30574,30574,8
30575,30575,2
30576,30576,19
30577,30577,12
30578,30578,8
30579,30579,15
30580,30580,16
30581,30581,9
30582,30582,10
30583,30583,9
30584,30584,15
30585,30585,2
30586,30586,19
30587,30587,2
30588,30588,17
30589,30589,10
30590,30590,14
30591,30591,15
30592,30592,4
30593,30593,15
30594,30594,3
30595,30595,19
30596,30596,18
30597,30597,1
30598,30598,17
30599,30599,5
30600,30600,19
30601,30601,8
30602,30602,9
30603,30603,9
30604,30604,19
30605,30605,16
30606,30606,13
30607,30607,10
30608,30608,17
30609,30609,3
30610,30610,16
30611,30611,14
30612,30612,9
30613,30613,4
30614,30614,3
30615,30615,20
30616,30616,1
30617,30617,11
30618,30618,20
30619,30619,8
30620,30620,2
30621,30621,1
30622,30622,1
30623,30623,8
30624,30624,7
30625,30625,1
30626,30626,20
30627,30627,4
30628,30628,16
30629,30629,4
30630,30630,18
30631,30631,7
30632,30632,4
30633,30633,11
30634,30634,19
30635,30635,20
30636,30636,18
30637,30637,14
30638,30638,1
30639,30639,3
30640,30640,6
30641,30641,12
30642,30642,19
30643,30643,11
30644,30644,12
30645,30645,3
30646,30646,14
30647,30647,12
30648,30648,15
30649,30649,18
30650,30650,17
30651,30651,5
30652,30652,14
30653,30653,8
30654,30654,9
30655,30655,2
30656,30656,16
30657,30657,16
30658,30658,3
30659,30659,15
30660,30660,9
30661,30661,4
30662,30662,12
30663,30663,7
30664,30664,4
30665,30665,15
30666,30666,13
30667,30667,18
30668,30668,3
30669,30669,19
30670,30670,9
30671,30671,7
30672,30672,6
30673,30673,16
30674,30674,2
30675,30675,8
30676,30676,19
30677,30677,2
30678,30678,11
30679,30679,18
30680,30680,6
30681,30681,9
30682,30682,9
30683,30683,20
30684,30684,19
30685,30685,8
30686,30686,9
30687,30687,18
30688,30688,8
30689,30689,6
30690,30690,12
30691,30691,13
30692,30692,14
30693,30693,3
30694,30694,7
30695,30695,12
30696,30696,14
30697,30697,15
30698,30698,9
30699,30699,4
30700,30700,18
30701,30701,10
30702,30702,3
30703,30703,20
30704,30704,14
30705,30705,17
30706,30706,1
30707,30707,12
30708,30708,20
30709,30709,11
30710,30710,18
30711,30711,4
30712,30712,2
30713,30713,20
30714,30714,17
30715,30715,7
30716,30716,10
30717,30717,9
30718,30718,2
30719,30719,12
30720,30720,12
30721,30721,7
30722,30722,7
30723,30723,3
30724,30724,2
30725,30725,19
30726,30726,17
30727,30727,5
30728,30728,15
30729,30729,7
30730,30730,10
30731,30731,9
30732,30732,2
30733,30733,19
30734,30734,6
30735,30735,17
30736,30736,17
30737,30737,1
30738,30738,12
30739,30739,16
30740,30740,10
30741,30741,19
30742,30742,12
30743,30743,4
30744,30744,14
30745,30745,18
30746,30746,8
30747,30747,12
30748,30748,5
30749,30749,14
30750,30750,11
30751,30751,1
30752,30752,1
30753,30753,20
30754,30754,2
30755,30755,2
30756,30756,12
30757,30757,15
30758,30758,3
30759,30759,14
30760,30760,16
30761,30761,5
30762,30762,4
30763,30763,18
30764,30764,17
30765,30765,10
30766,30766,4
30767,30767,14
30768,30768,14
30769,30769,19
30770,30770,12
30771,30771,8
30772,30772,8
30773,30773,11
30774,30774,4
30775,30775,4
30776,30776,18
30777,30777,2
30778,30778,3
30779,30779,1
30780,30780,12
30781,30781,18
30782,30782,1
30783,30783,3
30784,30784,17
30785,30785,19
30786,30786,10
30787,30787,3
30788,30788,18
30789,30789,2
30790,30790,5
30791,30791,3
30792,30792,2
30793,30793,8
30794,30794,10
30795,30795,1
30796,30796,20
30797,30797,14
30798,30798,17
30799,30799,16
30800,30800,18
30801,30801,14
